Name,Status,Class,Gender,Race,Ability,Eyes,Strength,Intelligence,Attractiveness,Tech Skill,Cool,Credits,Credit Yield,Opened Vault,Rarity
Character #772,First Citizen,Cyber Ninja,Female,Android,None,Paranoid,60,57,96,76,76,872,Mid,True,372
Character #773,First Citizen,Builder,Male,Mutant,None,Scar,53,88,11,12,71,294,Low,True,1601
Character #774,First Citizen,Cyberstreet Trader,Female,Human,None,Cyborg,29,89,54,83,14,588,Mid,True,616
Character #775,First Citizen,Chat Support,Female,Human,None,Bloodshot,16,61,94,97,72,298,Low,True,1308
Character #776,First Citizen,Tech Runner,Male,Human,None,Paranoid,91,89,61,69,45,588,Mid,True,670
Character #777,First Citizen,Cook,Male,Human,None,Focused,96,39,78,92,65,299,Low,True,988
Character #778,First Citizen,CEO,Female,Human,None,Focused,86,80,84,86,94,1450,High,True,94
Character #779,First Citizen,Chat Support,Female,Human,None,Cyborg,63,75,68,56,55,291,Low,True,801
Character #780,First Citizen,Market Whale,Female,Human,None,Sad,96,76,96,88,97,1452,High,True,105
Character #781,First Citizen,Grunt,Female,Mutant,None,Grumpy,82,56,68,24,22,295,Low,True,1494
Character #782,First Citizen,Club Promoter,Female,Android,Ghost Walk,Focused,11,51,63,82,11,444,Low,True,175
Character #783,First Citizen,Officer,Male,Android,None,Focused,73,24,71,62,26,442,Low,True,1202
Character #784,First Citizen,Nerd,Female,Human,None,Sad,37,89,41,12,68,443,Low,True,887
Character #785,First Citizen,Bartender,Male,Android,None,Scar,90,65,22,19,13,296,Low,True,1816
Character #786,First Citizen,Builder,Male,Android,None,Grumpy,67,59,26,32,95,291,Low,True,1394
Character #787,First Citizen,Samurai,Female,Human,None,Robot,21,61,42,79,85,586,Mid,True,503
Character #788,First Citizen,Driver,Female,Human,None,Focused,21,48,55,10,13,298,Low,True,2008
Character #789,First Citizen,Driver,Male,Android,None,Focused,54,15,83,16,35,293,Low,True,1884
Character #790,First Citizen,Slayer,Male,Mutant,None,Focused,74,72,78,91,96,1450,High,True,66
Character #791,First Citizen,Worker,Female,Human,None,Robot,67,63,66,22,38,295,Low,False,1125
Character #792,First Citizen,Corporate,Female,Human,None,Suspicious,32,99,36,47,32,440,Low,True,1031
Character #793,First Citizen,Driver,Female,Human,None,Suspicious,21,41,63,33,17,295,Low,True,1992
Character #794,First Citizen,Builder,Female,Human,None,Focused,42,64,90,73,41,299,Low,True,1412
Character #795,First Citizen,Builder,Female,Android,None,Paranoid,48,69,57,89,78,291,Low,True,1015
Character #796,First Citizen,Builder,Male,Human,None,Angry,16,64,78,98,71,290,Low,True,1244
Character #797,First Citizen,Cook,Female,Android,None,Grumpy,88,84,72,82,36,295,Low,True,858
Character #798,First Citizen,Cook,Male,Mutant,None,Paranoid,47,10,13,37,31,291,Low,True,1962
Character #799,First Citizen,Bartender,Female,Human,None,Sad,63,59,66,54,28,293,Low,True,1672
Character #800,First Citizen,Chat Support,Male,Android,None,Grumpy,40,22,24,47,25,291,Low,True,1976
Character #801,First Citizen,Builder,Female,Ape,Weapon Check,Skeptical,93,44,76,85,38,290,Low,True,327
Character #802,First Citizen,Cook,Male,Human,None,Alien,55,52,92,89,35,299,Low,False,850
Character #803,First Citizen,Worker,Female,Human,None,Demon Eyes,22,74,65,90,35,298,Low,True,377
Character #804,First Citizen,Officer,Female,Android,None,Scar,83,11,23,18,93,436,Low,True,1396
Character #805,First Citizen,Builder,Male,Human,None,Bloodshot,94,50,83,40,68,299,Low,True,1249
Character #806,First Citizen,Samurai,Female,Android,None,Tired,62,74,69,46,83,588,Mid,True,514
Character #807,First Citizen,Cook,Male,Human,None,Scar,88,73,95,10,27,298,Low,True,1480
Character #808,First Citizen,Assistant,Male,Mutant,None,Grumpy,35,84,62,78,51,291,Low,False,1063
Character #809,First Citizen,Market Whale,Male,Albino,None,Focused,98,86,80,78,90,1458,High,True,83
Character #810,First Citizen,Driver,Female,Android,None,Focused,18,95,23,20,68,298,Low,True,1806
Character #811,First Citizen,Chat Support,Male,Human,None,Paranoid,79,63,62,62,23,296,Low,False,1609
Character #812,First Citizen,Driver,Female,Human,None,Skeptical,47,75,13,30,26,290,Low,True,1971
Character #813,First Citizen,Cook,Female,Human,None,Suspicious,21,42,66,42,77,290,Low,True,1778
Character #814,First Citizen,Club Owner,Female,Human,None,Skeptical,26,60,40,96,67,580,Mid,True,752
Character #815,First Citizen,Punk,Female,Albino,None,Focused,77,73,69,58,97,440,Low,True,436
Character #816,First Citizen,Scavenger,Female,Mutant,None,Sad,41,96,48,67,60,438,Low,True,526
Character #817,First Citizen,Club Owner,Female,Human,None,Skeptical,74,88,65,62,73,585,Mid,False,527
Character #818,First Citizen,Chat Support,Male,Android,Locksmith,Skeptical,20,54,63,81,29,299,Low,True,363
Character #819,First Citizen,NFT Artist,Male,Android,None,Tired,97,77,90,71,96,874,Mid,True,263
Character #820,First Citizen,Chat Support,Female,Human,None,Tired,90,24,67,37,65,296,Low,True,1632
Character #821,First Citizen,Assistant,Female,Android,None,Bloodshot,35,94,94,83,34,293,Low,True,1032
Character #822,First Citizen,Cyberstreet Trader,Male,Android,None,Robot,76,25,28,64,20,584,Mid,True,778
Character #823,First Citizen,Tech Runner,Male,Human,None,Glowing,20,97,83,45,52,580,Mid,True,369
Character #824,First Citizen,Officer,Female,Albino,None,Paranoid,36,97,95,71,31,439,Low,True,529
Character #825,First Citizen,Driver,Male,Human,None,Sad,84,35,92,80,98,296,Low,True,978
Character #826,First Citizen,Driver,Female,Mutant,None,Tired,31,69,80,77,84,299,Low,True,975
Character #827,First Citizen,Architect,Male,Human,None,Cyborg,55,82,97,53,55,875,Mid,True,185
Character #828,First Citizen,Chat Support,Male,Human,None,Scar,61,59,83,80,13,296,Low,True,1559
Character #829,First Citizen,Grunt,Female,Human,None,Angry,17,18,31,22,81,293,Low,True,1985
Character #830,First Citizen,Grunt,Female,Android,None,Skeptical,87,89,68,49,41,292,Low,True,1042
Character #831,First Citizen,Wraith,Female,Demon,Dead Eye,Focused,87,88,91,84,90,1454,High,True,12
Character #832,First Citizen,Builder,Male,Human,None,Paranoid,15,16,96,73,90,297,Low,True,1537
Character #833,First Citizen,Corporate,Male,Ghost,Hard Gut,Alien,76,61,75,91,51,439,Low,True,72
Character #834,First Citizen,Celebrity,Female,Human,None,Skeptical,92,75,81,76,97,1455,High,True,169
Character #835,First Citizen,Grunt,Male,Human,None,Sad,74,25,10,37,75,298,Low,True,1894
Character #836,First Citizen,Driver,Female,Human,None,Grumpy,39,89,46,76,55,290,Low,True,1487
Character #837,First Citizen,Assistant,Male,Android,None,Bloodshot,44,75,20,41,75,299,Low,True,1583
Character #838,First Citizen,Assistant,Male,Albino,None,Angry,72,20,72,70,53,298,Low,True,812
Character #839,First Citizen,Market Whale,Female,Android,None,Scar,81,92,70,93,78,1450,High,True,109
Character #840,First Citizen,Chef,Male,Human,None,Tired,64,34,69,55,83,443,Low,True,727
Character #841,First Citizen,Samurai,Female,Android,None,Grumpy,46,51,31,97,15,588,Mid,True,800
Character #842,First Citizen,Club Owner,Female,Mutant,None,Skeptical,70,19,99,80,52,586,Mid,True,525
Character #843,First Citizen,Punk,Female,Human,None,Paranoid,31,97,85,69,17,440,Low,True,874
Character #844,First Citizen,Cook,Male,Human,None,Skeptical,69,97,93,11,76,292,Low,True,1099
Character #845,First Citizen,Assistant,Female,Human,None,Sad,23,39,86,57,45,291,Low,True,1775
Character #846,First Citizen,Assassin,Female,Human,None,Suspicious,83,85,88,53,63,874,Mid,True,247
Character #847,First Citizen,Punk,Female,Human,None,Sad,20,13,25,50,88,443,Low,True,1538
Character #848,First Citizen,Punk,Male,Albino,None,Cyborg,58,63,81,11,36,441,Low,True,442
Character #849,First Citizen,Assistant,Female,Android,None,Bloodshot,82,98,74,90,84,295,Low,True,628
Character #850,First Citizen,Grunt,Female,Human,None,Scar,53,25,22,80,34,295,Low,True,1908
Character #851,First Citizen,Officer,Female,Human,None,Skeptical,88,24,36,10,13,435,Low,False,1876
Character #852,First Citizen,Developer,Male,Human,None,Scar,49,44,81,72,50,443,Low,True,1004
Character #853,First Citizen,Tech Runner,Male,Mutant,None,Paranoid,79,58,57,41,69,580,Mid,True,704
Character #854,First Citizen,Worker,Female,Android,None,Tired,53,48,91,20,74,297,Low,True,1277
Character #855,First Citizen,Driver,Female,Human,None,Skeptical,47,16,97,19,37,294,Low,True,1929
Character #856,First Citizen,Scavenger,Male,Mutant,None,Glowing,83,92,80,71,38,439,Low,True,251
Character #857,First Citizen,Driver,Male,Human,None,Bloodshot,84,52,73,89,46,297,Low,True,1256
Character #858,First Citizen,Assistant,Male,Human,None,Paranoid,96,19,15,36,51,291,Low,True,1890
Character #859,First Citizen,Developer,Male,Human,None,Grumpy,97,63,82,87,32,435,Low,True,698
Character #860,First Citizen,Punk,Male,Ape,Athele,Paranoid,20,35,43,28,74,435,Low,True,190
Character #861,First Citizen,Bartender,Male,Human,None,Suspicious,92,10,77,93,79,290,Low,True,1142
Character #862,First Citizen,Club Owner,Female,Human,None,Cyborg,60,24,91,41,57,582,Mid,True,499
Character #863,First Citizen,Wraith,Female,Mutant,None,Robot,86,79,77,74,98,1452,High,True,41
Character #864,First Citizen,Grunt,Male,Human,None,Paranoid,48,34,97,15,74,298,Low,True,1663
Character #865,First Citizen,Mercenary,Male,Android,None,Cyborg,84,76,19,28,68,584,Mid,True,464
Character #866,First Citizen,Cyberstreet Trader,Female,Human,None,Grumpy,33,41,39,97,59,581,Mid,True,1058
Character #867,First Citizen,Chat Support,Female,Android,None,Skeptical,57,98,42,86,93,297,Low,True,876
Character #868,First Citizen,Builder,Male,Ape,Hard Gut,Grumpy,53,64,76,71,70,291,Low,True,193
Character #869,First Citizen,Grunt,Female,Ape,Shield,Sad,61,64,54,30,49,291,Low,True,264
Character #870,First Citizen,Cyberstreet Trader,Female,Ape,Dead Eye,Sad,40,20,81,80,44,583,Mid,True,335
Character #871,First Citizen,Assistant,Male,Android,None,Focused,86,52,88,36,19,299,Low,True,1387
Character #872,First Citizen,Cook,Male,Ape,Locksmith,Focused,96,46,73,33,75,297,Low,True,255
Character #873,First Citizen,Driver,Female,Mutant,None,Suspicious,47,24,35,44,64,293,Low,True,1804
Character #874,First Citizen,Worker,Female,Human,None,Focused,49,94,10,30,18,298,Low,True,1920
Character #875,First Citizen,Officer,Female,Human,None,Grumpy,98,45,91,43,27,436,Low,True,1059
Character #876,First Citizen,Officer,Female,Human,None,Suspicious,27,12,36,29,12,437,Low,True,1988
Character #877,First Citizen,Club Promoter,Female,Human,None,Angry,84,92,71,97,37,440,Low,True,593
Character #878,First Citizen,Chat Support,Male,Human,None,Alien,64,70,76,13,87,292,Low,True,1007
Character #879,First Citizen,Worker,Male,Human,None,Suspicious,88,78,21,19,50,299,Low,True,1695
Character #880,First Citizen,Celebrity,Male,Human,None,Bloodshot,78,86,74,98,89,1459,High,True,170
Character #881,First Citizen,Cyber Ninja,Female,Human,None,Tired,57,80,75,70,75,873,Mid,True,395
Character #882,First Citizen,Scavenger,Male,Human,None,Grumpy,29,24,51,59,73,440,Low,True,938
Character #883,First Citizen,Cook,Male,Human,None,Suspicious,49,68,58,27,11,299,Low,True,1909
Character #884,First Citizen,Worker,Male,Human,None,Suspicious,38,41,81,80,10,298,Low,True,1729
Character #885,First Citizen,Chef,Male,Human,None,Laser Eyes,93,29,96,68,97,444,Low,True,7
Character #886,First Citizen,Punk,Male,Android,None,Skeptical,62,51,65,72,43,441,Low,True,757
Character #887,First Citizen,Tech Runner,Male,Human,None,Tired,72,78,32,31,88,588,Mid,True,877
Character #888,First Citizen,Assistant,Female,Ghost,Weapon Check,Skeptical,51,98,59,27,54,293,Low,True,143
Character #889,First Citizen,Officer,Female,Android,None,Angry,62,11,87,75,27,437,Low,True,1130
Character #890,First Citizen,Assistant,Male,Human,None,Scar,88,74,84,97,34,299,Low,True,951
Character #891,First Citizen,Driver,Male,Android,None,Paranoid,69,11,12,22,62,297,Low,True,1947
Character #892,First Citizen,Developer,Female,Human,None,Tired,38,26,49,72,60,440,Low,True,1317
Character #893,First Citizen,Officer,Female,Albino,None,Bloodshot,21,76,67,74,37,444,Low,True,709
Character #894,First Citizen,Mercenary,Female,Albino,None,Sad,64,30,77,66,78,580,Mid,True,446
Character #895,First Citizen,Worker,Male,Human,None,Focused,62,38,64,79,44,292,Low,True,1497
Character #896,First Citizen,Tech Weapon Dealer,Male,Human,None,Robot,67,88,85,57,56,872,Mid,True,339
Character #897,First Citizen,Cyberstreet Trader,Male,Human,None,Scar,62,58,38,25,24,581,Mid,True,1504
Character #898,First Citizen,Wraith,Male,Android,None,Angry,79,73,90,86,70,1453,High,True,56
Character #899,First Citizen,Corporate,Female,Human,None,Tired,28,71,24,18,92,441,Low,True,1052
Character #900,First Citizen,Architect,Female,Human,None,Sad,79,94,94,55,85,879,Mid,True,202
Character #901,First Citizen,Officer,Female,Human,None,Robot,56,38,40,87,96,443,Low,True,635
Character #902,First Citizen,Celebrity,Female,Mutant,None,Suspicious,76,84,93,94,87,1452,High,True,154
Character #903,First Citizen,Nerd,Male,Android,None,Sad,50,19,45,34,44,437,Low,True,1029
Character #904,First Citizen,Worker,Female,Human,None,Focused,33,57,77,37,88,294,Low,True,1463
Character #905,First Citizen,Driver,Male,Android,None,Tired,13,39,56,49,84,299,Low,True,1687
Character #906,First Citizen,Builder,Male,Albino,None,Tired,68,64,22,11,49,295,Low,True,1263
Character #907,First Citizen,Developer,Female,Human,None,Glowing,20,11,55,79,59,440,Low,True,420
Character #908,First Citizen,Scavenger,Female,Human,None,Angry,46,62,78,89,47,443,Low,True,582
Character #909,First Citizen,Club Owner,Male,Human,None,Skeptical,18,78,30,21,51,587,Mid,True,1241
Character #910,First Citizen,Samurai,Female,Mutant,None,Cyborg,99,75,90,93,35,580,Mid,True,403
Character #911,First Citizen,Scavenger,Male,Human,None,Focused,33,19,16,84,28,437,Low,True,1311
Character #912,First Citizen,Cook,Male,Human,None,Sad,32,69,11,73,90,295,Low,True,1608
Character #913,First Citizen,Builder,Male,Mutant,None,Suspicious,73,62,63,88,32,293,Low,True,1071
Character #914,First Citizen,Punk,Female,Human,None,Focused,65,92,25,16,68,439,Low,True,1050
Character #915,First Citizen,Driver,Male,Human,None,Tired,69,56,25,17,24,297,Low,True,1966
Character #916,First Citizen,Cyber Ninja,Male,Human,None,Tired,58,93,97,86,65,875,Mid,False,362
Character #917,First Citizen,Officer,Female,Human,None,Sad,85,10,84,52,93,441,Low,True,993
Character #918,First Citizen,Architect,Female,Albino,None,Grumpy,76,52,93,97,95,879,Mid,True,156
Character #919,First Citizen,Grunt,Female,Human,None,Suspicious,59,91,32,78,53,295,Low,True,1414
Character #920,First Citizen,Chef,Female,Human,None,Bloodshot,18,92,11,75,12,439,Low,True,1299
Character #921,First Citizen,Punk,Male,Human,None,Paranoid,63,60,55,78,51,442,Low,True,830
Character #922,First Citizen,Builder,Female,Ape,Shield,Sad,43,30,82,34,37,292,Low,True,292
Character #923,First Citizen,Developer,Female,Human,None,Suspicious,46,15,98,86,17,441,Low,True,1240
Character #924,First Citizen,Tech Runner,Female,Human,None,Angry,79,52,66,62,98,587,Mid,True,641
Character #925,First Citizen,Tech Runner,Female,Mutant,None,Paranoid,81,62,17,81,58,585,Mid,True,722
Character #926,First Citizen,Cyberstreet Trader,Male,Ape,Dense,Robot,31,34,13,81,94,585,Mid,True,182
Character #927,First Citizen,Builder,Male,Android,None,Grumpy,75,82,68,74,78,298,Low,True,793
Character #928,First Citizen,Cyber Ninja,Male,Human,None,Scar,56,82,79,90,50,874,Mid,True,396
Character #929,First Citizen,Bartender,Male,Human,None,Glowing,66,20,37,24,40,290,Low,True,485
Character #930,First Citizen,Officer,Male,Human,None,Angry,19,44,16,67,96,436,Low,True,1474
Character #931,First Citizen,Cyber Ninja,Male,Albino,None,Paranoid,85,82,75,56,70,876,Mid,True,313
Character #932,First Citizen,Grunt,Male,Human,None,Paranoid,98,11,35,54,78,295,Low,True,1622
Character #933,First Citizen,Grunt,Female,Mutant,None,Alien,31,37,91,59,86,299,Low,True,763
Character #934,First Citizen,Assistant,Female,Human,None,Paranoid,22,53,50,81,24,294,Low,True,1854
Character #935,First Citizen,Club Owner,Male,Human,None,Glowing,25,35,55,50,53,586,Mid,True,394
Character #936,First Citizen,Cyberstreet Trader,Female,Human,None,Suspicious,79,15,37,82,42,585,Mid,False,1200
Character #937,First Citizen,Grunt,Female,Mutant,None,Paranoid,51,88,31,36,83,296,Low,True,1247
Character #938,First Citizen,Chat Support,Male,Human,None,Grumpy,44,42,82,85,42,294,Low,True,1553
Character #939,First Citizen,Assistant,Female,Human,None,Glowing,73,20,69,16,17,292,Low,True,472
Character #940,First Citizen,Cyberstreet Trader,Female,Human,None,Sad,24,42,32,26,26,588,Mid,True,1837
Character #941,First Citizen,Corporate,Male,Human,None,Bloodshot,33,60,34,57,50,435,Low,True,1082
Character #942,First Citizen,Driver,Female,Human,None,Suspicious,30,26,30,35,84,296,Low,False,1957
Character #943,First Citizen,Samurai,Female,Human,None,Focused,17,51,44,74,75,580,Mid,True,872
Character #944,First Citizen,NFT Artist,Female,Android,None,Tired,53,59,67,52,61,877,Mid,True,359
Character #945,First Citizen,Cook,Female,Ape,Locksmith,Skeptical,89,87,56,66,86,292,Low,True,217
Character #946,First Citizen,Tech Runner,Male,Ape,Locksmith,Skeptical,96,98,94,65,80,586,Mid,False,158
Character #947,First Citizen,Bartender,Male,Human,None,Skeptical,68,30,84,72,80,293,Low,True,1214
Character #948,First Citizen,Punk,Female,Human,None,Cyborg,74,62,83,21,50,439,Low,False,536
Character #949,First Citizen,Bartender,Male,Human,None,Scar,63,50,66,47,50,298,Low,True,1613
Character #950,First Citizen,Worker,Male,Human,None,Glowing,66,96,28,27,79,292,Low,True,416
Character #951,First Citizen,Builder,Male,Human,None,Focused,27,65,83,92,28,299,Low,True,1514
Character #952,First Citizen,Celebrity,Female,Demon,Dead Eye,Focused,89,91,83,98,94,1458,High,True,53
Character #953,First Citizen,Cook,Female,Human,None,Tired,31,91,26,13,36,294,Low,True,1934
Character #954,First Citizen,Bartender,Male,Human,Dead Eye,Sad,60,30,46,44,47,295,Low,True,455
Character #955,First Citizen,Scavenger,Male,Human,None,Suspicious,27,19,62,25,30,441,Low,True,1448
Character #956,First Citizen,Driver,Male,Human,None,Skeptical,41,54,13,10,50,296,Low,False,1993
Character #957,First Citizen,Assistant,Male,Albino,None,Sad,94,22,89,24,25,290,Low,True,1035
Character #958,First Citizen,Cook,Male,Human,None,Bloodshot,67,36,63,39,87,297,Low,True,1524
Character #959,First Citizen,Cyberstreet Trader,Female,Android,None,Angry,89,23,90,37,60,585,Mid,True,760
Character #960,First Citizen,Exectuive,Male,Human,None,Paranoid,91,89,76,91,86,871,Mid,True,233
